Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID
4/13/2023 0:00,Operations,Infrastructure,South,99643,107257,UPI,TXN108659
8/3/2022 0:00,Sales,Marketing,North,52756,68551,UPI,TXN108660
10/9/2021 0:00,Marketing,Infrastructure,East,89975,99294,Bank Transfer,TXN108661
12/26/2021 0:00,Operations,Marketing,Central,100571,162493,Cash,TXN108662
7/4/2023 0:00,Operations,Travel,South,90611,90828,UPI,TXN108663
4/3/2023 0:00,Operations,Salaries,West,94428,128827,Card,TXN108664
6/11/2023 0:00,IT,Infrastructure,East,60296,96519,Cash,TXN108665
8/11/2023 0:00,HR,Travel,Central,132516,132372,Cash,TXN108666
10/3/2022 0:00,Marketing,Salaries,East,91247,79502,Cash,TXN108667
10/29/2023 0:00,IT,Salaries,West,104000,19629,Cash,TXN108668
7/17/2022 0:00,Sales,Utilities,East,73927,103013,Card,TXN108669
5/6/2022 0:00,Marketing,Utilities,Central,63816,12534,Cash,TXN108670
12/7/2021 0:00,Operations,Utilities,East,138852,30624,Card,TXN108671
4/17/2022 0:00,Finance,Infrastructure,North,119756,142610,Bank Transfer,TXN108672
9/6/2021 0:00,Sales,Infrastructure,North,57972,131146,Bank Transfer,TXN108673
8/23/2021 0:00,HR,Salaries,West,73716,46786,Bank Transfer,TXN108674
4/4/2023 0:00,Sales,Infrastructure,Central,88978,72317,Bank Transfer,TXN108675
9/24/2022 0:00,IT,Salaries,Central,63282,34744,Card,TXN108676
6/13/2022 0:00,Finance,Travel,Central,68568,30952,UPI,TXN108677
5/2/2021 0:00,IT,Marketing,Central,109495,34460,Card,TXN108678
6/11/2023 0:00,Marketing,Salaries,Central,59135,71491,Bank Transfer,TXN108679
1/10/2021 0:00,Operations,Salaries,South,70661,146494,UPI,TXN108680
4/18/2023 0:00,Operations,Travel,East,146993,102850,UPI,TXN108681
1/23/2023 0:00,Sales,Utilities,Central,104744,23358,UPI,TXN108682
6/5/2023 0:00,Operations,Training,North,29895,76402,UPI,TXN108683
4/9/2022 0:00,Operations,Utilities,East,39215,125234,Cash,TXN108684
12/13/2022 0:00,Marketing,Utilities,West,23461,36094,Bank Transfer,TXN108685
12/29/2022 0:00,HR,Salaries,West,140942,134128,Bank Transfer,TXN108686
12/18/2022 0:00,HR,Salaries,Central,116328,104327,Bank Transfer,TXN108687
3/21/2021 0:00,IT,Infrastructure,South,58916,124805,Card,TXN108688
4/25/2022 0:00,IT,Infrastructure,South,121336,88452,Bank Transfer,TXN108689
6/21/2023 0:00,HR,Marketing,East,40671,76834,Bank Transfer,TXN108690
6/10/2023 0:00,Sales,Marketing,South,121611,86738,Bank Transfer,TXN108691
1/18/2021 0:00,HR,Training,West,112932,166063,Card,TXN108692
7/21/2021 0:00,IT,Infrastructure,Central,20130,45321,Bank Transfer,TXN108693
1/11/2023 0:00,Finance,Salaries,North,125703,22518,Bank Transfer,TXN108694
11/15/2021 0:00,Operations,Travel,West,81693,89122,Cash,TXN108695
8/5/2021 0:00,Marketing,Infrastructure,West,127271,158015,Bank Transfer,TXN108696
11/24/2023 0:00,Finance,Salaries,East,80675,23367,UPI,TXN108697
9/23/2021 0:00,Finance,Infrastructure,South,27311,123783,Card,TXN108698
12/25/2022 0:00,Operations,Utilities,North,118007,166419,UPI,TXN108699
2/14/2023 0:00,HR,Infrastructure,North,60889,13894,Cash,TXN108700
2/17/2022 0:00,Sales,Training,South,114883,28525,Bank Transfer,TXN108701
11/2/2023 0:00,Finance,Utilities,Central,13038,105429,Card,TXN108702
2/5/2022 0:00,Sales,Salaries,South,17219,133867,Cash,TXN108703
12/25/2022 0:00,Marketing,Utilities,Central,82036,49732,Card,TXN108704
10/9/2021 0:00,Marketing,Infrastructure,North,127454,110881,UPI,TXN108705
12/24/2022 0:00,Marketing,Utilities,East,12825,165098,Cash,TXN108706
1/21/2023 0:00,IT,Training,West,137301,94670,Card,TXN108707
9/25/2021 0:00,Finance,Travel,North,33054,32255,UPI,TXN108708
10/25/2021 0:00,Marketing,Utilities,North,51178,144862,Cash,TXN108709
7/24/2022 0:00,IT,Training,North,23077,18476,Bank Transfer,TXN108710
5/24/2022 0:00,Marketing,Utilities,West,81694,73106,Bank Transfer,TXN108711
6/30/2022 0:00,HR,Marketing,Central,96341,27422,UPI,TXN108712
2/14/2023 0:00,Finance,Travel,East,85563,63982,Bank Transfer,TXN108713
12/31/2021 0:00,IT,Salaries,East,38253,115659,Bank Transfer,TXN108714
7/1/2022 0:00,Marketing,Training,East,115347,65407,Cash,TXN108715
9/28/2021 0:00,IT,Utilities,Central,56853,34902,Cash,TXN108716
1/9/2023 0:00,Marketing,Travel,South,53154,54716,Cash,TXN108717
6/21/2022 0:00,HR,Salaries,South,115539,9591,Cash,TXN108718
2/28/2021 0:00,Sales,Travel,East,92423,12344,Cash,TXN108719
3/27/2021 0:00,Marketing,Training,North,131924,90653,Cash,TXN108720
2/2/2023 0:00,Sales,Marketing,North,99646,145028,Bank Transfer,TXN108721
1/25/2022 0:00,Finance,Training,West,146255,158308,Cash,TXN108722
12/20/2022 0:00,HR,Training,South,29023,155923,Card,TXN108723
5/6/2023 0:00,Finance,Salaries,North,18957,27192,Card,TXN108724
5/29/2021 0:00,Sales,Salaries,East,26620,64713,UPI,TXN108725
8/6/2022 0:00,HR,Utilities,West,14491,111863,Card,TXN108726
5/1/2021 0:00,Operations,Infrastructure,South,118500,43541,Cash,TXN108727
2/4/2023 0:00,HR,Training,West,48728,141929,Bank Transfer,TXN108728
8/28/2022 0:00,HR,Salaries,North,74650,27613,Card,TXN108729
9/13/2021 0:00,Operations,Training,East,13387,76701,Cash,TXN108730
2/5/2023 0:00,IT,Training,East,26025,85797,Cash,TXN108731
5/14/2023 0:00,IT,Salaries,East,142518,126198,Bank Transfer,TXN108732
3/11/2023 0:00,IT,Marketing,North,114673,24549,Cash,TXN108733
2/28/2021 0:00,Sales,Marketing,Central,113896,119671,Cash,TXN108734
10/19/2023 0:00,HR,Training,East,69388,19633,Card,TXN108735
12/29/2023 0:00,Marketing,Marketing,Central,130747,105101,Card,TXN108736
1/23/2022 0:00,Operations,Training,East,120930,128202,UPI,TXN108737
2/25/2023 0:00,Marketing,Utilities,Central,139442,83103,UPI,TXN108738
8/16/2022 0:00,Sales,Salaries,South,44226,125841,Card,TXN108739
6/28/2023 0:00,Operations,Training,South,28406,84787,Card,TXN108740
7/20/2022 0:00,Marketing,Marketing,East,32989,47457,UPI,TXN108741
2/3/2022 0:00,Sales,Marketing,West,52580,73025,UPI,TXN108742
6/18/2023 0:00,Sales,Travel,West,55731,76285,Card,TXN108743
10/20/2021 0:00,Sales,Travel,North,87541,110161,Cash,TXN108744
4/30/2022 0:00,Operations,Marketing,South,147933,148806,Cash,TXN108745
3/14/2023 0:00,Marketing,Utilities,South,50039,38421,Bank Transfer,TXN108746
6/9/2023 0:00,Marketing,Infrastructure,West,116171,77939,Card,TXN108747
9/1/2021 0:00,Finance,Training,East,74050,146744,Card,TXN108748
8/18/2023 0:00,Sales,Travel,North,137281,115821,Card,TXN108749
3/27/2023 0:00,IT,Training,South,80254,48806,Card,TXN108750
9/30/2021 0:00,HR,Travel,North,112454,168809,Card,TXN108751
6/4/2022 0:00,Finance,Salaries,South,26907,168497,UPI,TXN108752
7/22/2022 0:00,Finance,Salaries,Central,110785,142527,UPI,TXN108753
9/30/2022 0:00,Operations,Marketing,Central,14484,150439,Cash,TXN108754
6/8/2021 0:00,Finance,Salaries,North,33194,31887,Cash,TXN108755
10/14/2022 0:00,Marketing,Salaries,West,33886,27021,Card,TXN108756
6/25/2021 0:00,Operations,Infrastructure,West,18537,142053,UPI,TXN108757
9/12/2022 0:00,Operations,Utilities,South,33399,140377,Cash,TXN108758
7/30/2021 0:00,IT,Marketing,Central,101810,43869,Card,TXN108759
3/23/2022 0:00,Sales,Infrastructure,Central,16892,104936,Bank Transfer,TXN108760
8/9/2022 0:00,Finance,Marketing,North,139579,15014,Card,TXN108761
6/16/2021 0:00,Sales,Utilities,North,50544,154463,Bank Transfer,TXN108762
4/5/2022 0:00,Sales,Marketing,West,117617,96759,Bank Transfer,TXN108763
7/5/2023 0:00,Sales,Training,West,29267,79220,Card,TXN108764
11/19/2023 0:00,Operations,Training,West,50396,143046,Card,TXN108765
12/15/2022 0:00,Sales,Training,East,123204,113419,Card,TXN108766
4/21/2023 0:00,Finance,Salaries,Central,117478,142038,Card,TXN108767
5/18/2023 0:00,Operations,Utilities,Central,53404,160499,Cash,TXN108768
11/19/2022 0:00,Finance,Infrastructure,North,61736,76756,Cash,TXN108769
11/26/2021 0:00,Operations,Infrastructure,Central,76843,60804,Bank Transfer,TXN108770
4/5/2021 0:00,HR,Travel,North,61376,88612,Card,TXN108771
2/24/2023 0:00,HR,Infrastructure,East,46212,78180,Cash,TXN108772
10/11/2022 0:00,HR,Training,West,60403,17862,Cash,TXN108773
12/19/2021 0:00,HR,Training,East,101126,46972,UPI,TXN108774
7/19/2023 0:00,Operations,Travel,West,80277,109506,UPI,TXN108775
7/30/2023 0:00,Sales,Salaries,West,119710,82240,Cash,TXN108776
9/11/2023 0:00,IT,Infrastructure,North,36607,62149,Bank Transfer,TXN108777
11/9/2023 0:00,Marketing,Utilities,West,73543,161979,Cash,TXN108778
10/8/2022 0:00,IT,Travel,East,127117,108166,Card,TXN108779
9/18/2022 0:00,HR,Infrastructure,South,88294,129178,Cash,TXN108780
5/19/2021 0:00,Sales,Salaries,North,52191,101726,UPI,TXN108781
12/17/2022 0:00,Finance,Utilities,West,66957,34375,UPI,TXN108782
2/1/2023 0:00,Sales,Utilities,West,139658,106253,Card,TXN108783
9/12/2021 0:00,Finance,Salaries,Central,90614,159414,Cash,TXN108784
11/7/2022 0:00,IT,Infrastructure,North,42802,55502,Card,TXN108785
4/2/2021 0:00,Sales,Marketing,North,91940,85830,Bank Transfer,TXN108786
12/29/2023 0:00,Sales,Infrastructure,East,127000,28392,UPI,TXN108787
2/6/2021 0:00,Marketing,Travel,South,125144,141048,Cash,TXN108788
5/20/2021 0:00,IT,Travel,East,50668,132038,Cash,TXN108789
5/17/2023 0:00,Sales,Infrastructure,East,37573,119635,Bank Transfer,TXN108790
11/11/2022 0:00,Finance,Training,East,75258,30854,Bank Transfer,TXN108791
5/17/2021 0:00,Sales,Travel,South,132608,34033,UPI,TXN108792
7/9/2021 0:00,Finance,Marketing,East,140687,29877,Bank Transfer,TXN108793
12/8/2021 0:00,HR,Training,North,115431,142865,UPI,TXN108794
10/26/2023 0:00,Sales,Marketing,South,19782,82210,UPI,TXN108795
8/30/2023 0:00,Finance,Utilities,West,129529,64282,Card,TXN108796
10/24/2022 0:00,IT,Travel,Central,105615,58812,Card,TXN108797
8/31/2021 0:00,HR,Training,Central,115953,18730,UPI,TXN108798
2/19/2022 0:00,Sales,Infrastructure,North,97087,117888,Cash,TXN108799
12/8/2022 0:00,Marketing,Training,Central,14774,123041,Card,TXN108800
12/9/2021 0:00,Finance,Utilities,Central,138782,108783,Cash,TXN108801
11/13/2022 0:00,Marketing,Marketing,Central,91964,77634,Bank Transfer,TXN108802
10/15/2022 0:00,Sales,Utilities,West,112674,44848,Cash,TXN108803
5/26/2021 0:00,Finance,Salaries,Central,30148,124035,Bank Transfer,TXN108804
11/19/2021 0:00,Sales,Travel,East,54342,138982,UPI,TXN108805
5/2/2021 0:00,HR,Infrastructure,North,63479,141045,UPI,TXN108806
11/7/2021 0:00,HR,Marketing,North,24066,165066,UPI,TXN108807
8/24/2022 0:00,Sales,Utilities,North,131469,127139,Bank Transfer,TXN108808
4/20/2022 0:00,Sales,Infrastructure,West,91084,9055,Cash,TXN108809
7/24/2022 0:00,Operations,Travel,West,18779,157986,Card,TXN108810
7/29/2022 0:00,Sales,Infrastructure,Central,51562,132789,Card,TXN108811
12/13/2021 0:00,Sales,Travel,East,74627,72666,Cash,TXN108812
3/31/2023 0:00,Marketing,Travel,Central,74981,22945,Card,TXN108813
1/17/2022 0:00,Marketing,Travel,North,58294,98968,Bank Transfer,TXN108814
3/13/2021 0:00,HR,Utilities,East,93176,138651,Bank Transfer,TXN108815
6/5/2022 0:00,Marketing,Travel,North,20353,146897,Card,TXN108816
7/22/2023 0:00,Sales,Infrastructure,East,122123,48450,Card,TXN108817
12/5/2021 0:00,IT,Salaries,South,106406,29275,Bank Transfer,TXN108818
10/26/2022 0:00,Sales,Infrastructure,West,53377,60161,Cash,TXN108819
2/9/2021 0:00,Operations,Utilities,West,135902,61653,Card,TXN108820
7/28/2022 0:00,Finance,Travel,North,31670,83124,Card,TXN108821
8/24/2023 0:00,HR,Salaries,North,14955,25693,UPI,TXN108822
8/4/2022 0:00,Marketing,Utilities,South,53360,139041,UPI,TXN108823
6/19/2021 0:00,IT,Marketing,Central,133689,14703,Cash,TXN108824
12/2/2022 0:00,Finance,Marketing,East,10152,156032,Bank Transfer,TXN108825
5/26/2022 0:00,IT,Marketing,South,81445,127004,Cash,TXN108826
8/7/2022 0:00,HR,Salaries,South,37009,110332,Cash,TXN108827
9/11/2023 0:00,Marketing,Infrastructure,North,127426,26578,Cash,TXN108828
4/4/2022 0:00,Operations,Salaries,North,91039,30013,Card,TXN108829
6/13/2022 0:00,HR,Salaries,Central,125413,57149,Bank Transfer,TXN108830
12/7/2021 0:00,IT,Salaries,Central,130388,144488,Bank Transfer,TXN108831
2/26/2021 0:00,IT,Marketing,North,87270,49450,Card,TXN108832
8/6/2021 0:00,HR,Training,West,61517,63648,Cash,TXN108833
9/11/2022 0:00,Sales,Infrastructure,Central,141090,78642,UPI,TXN108834
3/27/2023 0:00,HR,Training,South,61113,133008,Card,TXN108835
1/1/2023 0:00,Marketing,Training,North,126539,59633,Cash,TXN108836
4/9/2022 0:00,Marketing,Salaries,East,49880,120424,Cash,TXN108837
9/4/2021 0:00,Operations,Infrastructure,East,26484,103354,Cash,TXN108838
12/31/2022 0:00,HR,Training,West,49606,85088,Cash,TXN108839
1/8/2022 0:00,Finance,Travel,North,72618,106813,UPI,TXN108840
2/21/2022 0:00,Marketing,Salaries,South,136804,106897,UPI,TXN108841
11/21/2023 0:00,Marketing,Salaries,West,24464,121552,Card,TXN108842
1/3/2022 0:00,Marketing,Salaries,South,82671,18719,Cash,TXN108843
7/13/2022 0:00,Sales,Travel,East,81565,131634,Card,TXN108844
4/18/2021 0:00,Finance,Travel,South,143581,165110,Cash,TXN108845
8/7/2022 0:00,HR,Marketing,East,143027,39446,UPI,TXN108846
4/19/2023 0:00,Sales,Utilities,Central,17078,148856,Card,TXN108847
2/22/2022 0:00,Marketing,Infrastructure,East,115847,143955,Bank Transfer,TXN108848
4/1/2023 0:00,Finance,Utilities,East,137307,36328,Card,TXN108849
11/14/2022 0:00,Finance,Salaries,West,63932,77358,Bank Transfer,TXN108850
9/13/2021 0:00,Sales,Training,West,92830,92762,Card,TXN108851
2/19/2023 0:00,Marketing,Salaries,North,81699,145637,UPI,TXN108852
4/18/2023 0:00,Sales,Training,North,55601,169244,Bank Transfer,TXN108853
7/4/2023 0:00,IT,Marketing,East,82251,29360,UPI,TXN108854
8/23/2021 0:00,Marketing,Utilities,Central,98062,94233,Card,TXN108855
7/7/2022 0:00,Sales,Salaries,North,49373,169549,UPI,TXN108856
6/30/2021 0:00,HR,Utilities,East,135836,147953,Cash,TXN108857
6/6/2021 0:00,Marketing,Marketing,West,107997,119963,Bank Transfer,TXN108858
7/25/2022 0:00,Operations,Utilities,North,125292,56297,Cash,TXN108859
5/7/2023 0:00,Marketing,Training,North,65001,79626,Bank Transfer,TXN108860
11/14/2023 0:00,IT,Infrastructure,East,52970,88181,UPI,TXN108861
8/6/2023 0:00,Sales,Marketing,East,139196,77498,UPI,TXN108862
8/15/2022 0:00,Operations,Utilities,South,57055,104030,Cash,TXN108863
5/14/2021 0:00,IT,Salaries,South,92122,113825,Cash,TXN108864
2/25/2022 0:00,HR,Travel,Central,91628,129081,Card,TXN108865
8/1/2021 0:00,Marketing,Travel,North,108546,50362,Cash,TXN108866
6/19/2023 0:00,Operations,Marketing,South,134409,62189,Bank Transfer,TXN108867
4/27/2022 0:00,Sales,Travel,East,13740,114329,Bank Transfer,TXN108868
12/14/2021 0:00,Sales,Infrastructure,North,29105,154920,Bank Transfer,TXN108869
6/15/2021 0:00,HR,Marketing,South,130714,142324,Card,TXN108870
7/26/2023 0:00,IT,Salaries,Central,100358,134229,Card,TXN108871
12/14/2021 0:00,Operations,Salaries,Central,38519,21992,Bank Transfer,TXN108872
4/29/2023 0:00,HR,Marketing,Central,60712,158786,Cash,TXN108873
2/2/2022 0:00,IT,Travel,Central,68328,112931,UPI,TXN108874
8/6/2022 0:00,Finance,Travel,East,149759,14977,Card,TXN108875
12/27/2022 0:00,Finance,Salaries,Central,139993,151847,Cash,TXN108876
11/4/2021 0:00,IT,Infrastructure,West,105616,20935,Card,TXN108877
9/18/2023 0:00,Sales,Training,Central,74949,59096,Card,TXN108878
3/9/2023 0:00,Sales,Travel,South,33892,62621,UPI,TXN108879
12/20/2022 0:00,Finance,Infrastructure,North,11082,163950,Card,TXN108880
4/11/2022 0:00,Sales,Travel,South,61905,124803,Card,TXN108881
4/9/2021 0:00,Sales,Training,North,105106,108408,UPI,TXN108882
6/7/2021 0:00,IT,Marketing,East,149807,70616,Bank Transfer,TXN108883
9/2/2022 0:00,Marketing,Utilities,North,21255,69640,Card,TXN108884
7/8/2022 0:00,IT,Salaries,West,115137,76182,Card,TXN108885
10/13/2022 0:00,Sales,Marketing,Central,70515,107133,Bank Transfer,TXN108886
7/9/2023 0:00,IT,Travel,South,97010,11110,Bank Transfer,TXN108887
8/15/2021 0:00,Operations,Training,North,44918,144439,Bank Transfer,TXN108888
2/27/2022 0:00,Finance,Salaries,South,16103,107441,Bank Transfer,TXN108889
8/31/2021 0:00,Marketing,Utilities,Central,92803,38073,Cash,TXN108890
6/14/2022 0:00,Operations,Utilities,East,64390,56845,Bank Transfer,TXN108891
12/5/2023 0:00,Operations,Training,Central,59158,34758,Bank Transfer,TXN108892
1/6/2022 0:00,Sales,Training,East,68889,133790,Bank Transfer,TXN108893
10/14/2022 0:00,Sales,Travel,South,72267,167702,Cash,TXN108894
11/20/2022 0:00,Operations,Salaries,East,140606,78581,UPI,TXN108895
1/4/2023 0:00,Operations,Travel,East,145263,59794,Bank Transfer,TXN108896
4/2/2021 0:00,HR,Utilities,East,146695,161812,Cash,TXN108897
11/12/2023 0:00,HR,Marketing,East,12293,74322,Card,TXN108898
6/21/2021 0:00,Finance,Marketing,East,102703,158702,UPI,TXN108899
6/28/2021 0:00,Operations,Infrastructure,North,112729,69610,Cash,TXN108900
8/26/2021 0:00,IT,Utilities,East,45992,46540,Bank Transfer,TXN108901
5/27/2023 0:00,Marketing,Utilities,East,93160,29600,UPI,TXN108902
6/21/2023 0:00,HR,Travel,Central,25848,55927,Cash,TXN108903
10/7/2021 0:00,Sales,Infrastructure,Central,71173,59220,Cash,TXN108904
11/9/2023 0:00,Operations,Training,Central,122911,166317,Cash,TXN108905
1/10/2023 0:00,IT,Infrastructure,East,148589,9816,Cash,TXN108906
1/6/2022 0:00,Marketing,Salaries,Central,40980,18346,Cash,TXN108907
5/20/2023 0:00,IT,Travel,North,18455,128737,Cash,TXN108908
10/16/2023 0:00,IT,Training,South,16944,124609,Cash,TXN108909
8/9/2021 0:00,Sales,Training,Central,74627,29100,Cash,TXN108910
7/9/2023 0:00,HR,Marketing,Central,74723,120165,Card,TXN108911
10/31/2021 0:00,IT,Salaries,North,10858,101514,Card,TXN108912
3/14/2022 0:00,Marketing,Infrastructure,West,47011,74263,Bank Transfer,TXN108913
1/10/2022 0:00,HR,Marketing,West,106054,105083,Bank Transfer,TXN108914
1/16/2022 0:00,Finance,Utilities,North,25437,102339,Bank Transfer,TXN108915
9/13/2023 0:00,Sales,Travel,Central,35550,151698,Bank Transfer,TXN108916
1/14/2021 0:00,HR,Infrastructure,South,38929,45645,Bank Transfer,TXN108917
1/13/2023 0:00,HR,Utilities,Central,142091,20039,Bank Transfer,TXN108918
10/31/2022 0:00,IT,Training,North,34284,114198,Card,TXN108919
5/15/2022 0:00,Marketing,Infrastructure,North,87350,85678,Card,TXN108920
7/19/2022 0:00,IT,Marketing,East,120839,168335,Card,TXN108921
6/14/2022 0:00,Marketing,Salaries,North,124680,71537,Cash,TXN108922
5/7/2022 0:00,Sales,Marketing,East,85640,130149,Cash,TXN108923
1/25/2023 0:00,HR,Travel,North,80909,86999,Bank Transfer,TXN108924
10/27/2021 0:00,Operations,Travel,East,42371,129950,UPI,TXN108925
3/26/2023 0:00,Marketing,Infrastructure,East,23234,105251,Card,TXN108926
7/1/2022 0:00,Marketing,Marketing,Central,73172,33533,UPI,TXN108927
12/28/2022 0:00,IT,Salaries,East,147429,149632,Bank Transfer,TXN108928
1/1/2023 0:00,IT,Training,West,31595,95129,Card,TXN108929
4/8/2023 0:00,Finance,Travel,North,55599,41508,UPI,TXN108930
8/25/2022 0:00,Marketing,Salaries,South,148844,17498,Card,TXN108931
10/29/2023 0:00,Sales,Utilities,North,63890,44184,UPI,TXN108932
2/7/2023 0:00,HR,Infrastructure,Central,112205,42024,Bank Transfer,TXN108933
5/25/2023 0:00,HR,Salaries,Central,38684,89688,Bank Transfer,TXN108934
7/26/2023 0:00,HR,Infrastructure,East,69924,134821,Cash,TXN108935
5/11/2021 0:00,Marketing,Utilities,Central,21708,114928,UPI,TXN108936
8/31/2022 0:00,IT,Salaries,Central,17670,35961,Card,TXN108937
1/26/2021 0:00,Sales,Salaries,North,80470,87828,UPI,TXN108938
9/27/2022 0:00,HR,Training,West,12666,163904,Cash,TXN108939
4/29/2022 0:00,Marketing,Utilities,West,77989,114420,Cash,TXN108940
11/11/2022 0:00,Operations,Marketing,East,138639,27220,Cash,TXN108941
12/11/2023 0:00,Finance,Salaries,Central,126255,26688,Cash,TXN108942
1/5/2021 0:00,Finance,Training,Central,12473,129804,Card,TXN108943
8/12/2022 0:00,HR,Salaries,West,51214,110146,Card,TXN108944
7/27/2021 0:00,IT,Training,East,115346,36874,Cash,TXN108945
9/14/2021 0:00,Finance,Travel,Central,104373,45551,Card,TXN108946
1/11/2021 0:00,Finance,Marketing,East,26806,36753,Cash,TXN108947
8/7/2023 0:00,Finance,Salaries,North,56292,140120,Bank Transfer,TXN108948
1/8/2021 0:00,Finance,Utilities,Central,39228,115456,Cash,TXN108949
7/25/2023 0:00,HR,Infrastructure,Central,57986,95835,Bank Transfer,TXN108950
2/1/2021 0:00,Marketing,Utilities,Central,106780,87619,Cash,TXN108951
6/24/2022 0:00,Sales,Marketing,West,141626,39606,Cash,TXN108952
10/2/2023 0:00,Sales,Travel,West,59158,162739,Card,TXN108953
1/22/2022 0:00,IT,Travel,Central,93685,154580,Bank Transfer,TXN108954
10/2/2022 0:00,Marketing,Travel,Central,136123,121989,Card,TXN108955
7/26/2021 0:00,Operations,Training,North,37749,151380,Cash,TXN108956
7/11/2022 0:00,Sales,Utilities,North,122195,50131,Bank Transfer,TXN108957
12/14/2021 0:00,Operations,Infrastructure,East,60809,149949,Cash,TXN108958
3/4/2023 0:00,Sales,Infrastructure,East,74076,142056,Bank Transfer,TXN108959
8/22/2021 0:00,Sales,Training,West,148535,147999,UPI,TXN108960
12/4/2023 0:00,IT,Salaries,South,134108,114420,Bank Transfer,TXN108961
10/3/2023 0:00,Finance,Training,North,125178,147896,UPI,TXN108962
1/7/2023 0:00,IT,Infrastructure,East,84045,39359,Cash,TXN108963
7/31/2023 0:00,Sales,Infrastructure,North,105402,37117,Cash,TXN108964
6/25/2021 0:00,Marketing,Salaries,North,88041,82014,Card,TXN108965
3/25/2022 0:00,Finance,Utilities,South,34466,53923,UPI,TXN108966
8/15/2022 0:00,Marketing,Utilities,North,117712,124036,Card,TXN108967
3/23/2021 0:00,Marketing,Marketing,South,133212,137808,UPI,TXN108968
5/15/2021 0:00,Marketing,Utilities,South,48867,79630,Cash,TXN108969
5/6/2023 0:00,Finance,Travel,North,124361,135123,Card,TXN108970
3/16/2022 0:00,Marketing,Travel,North,110567,88238,UPI,TXN108971
12/16/2023 0:00,Finance,Marketing,East,109370,51228,Card,TXN108972
11/28/2022 0:00,Operations,Infrastructure,North,64896,151665,Cash,TXN108973
2/23/2022 0:00,Sales,Marketing,North,12790,139250,UPI,TXN108974
3/29/2021 0:00,HR,Salaries,North,115383,140983,Bank Transfer,TXN108975
10/18/2022 0:00,Marketing,Marketing,East,54449,105223,UPI,TXN108976
10/29/2023 0:00,IT,Marketing,South,93593,78048,Cash,TXN108977
8/3/2021 0:00,Operations,Training,East,120464,26716,UPI,TXN108978
7/6/2022 0:00,IT,Travel,North,98562,11989,Card,TXN108979
5/18/2022 0:00,HR,Salaries,Central,108652,38447,Cash,TXN108980
11/30/2022 0:00,Finance,Training,North,73720,75586,Cash,TXN108981
9/2/2021 0:00,HR,Salaries,East,30517,105015,Bank Transfer,TXN108982
11/5/2021 0:00,IT,Marketing,East,92131,106635,Bank Transfer,TXN108983
8/19/2021 0:00,HR,Training,West,89497,109123,Card,TXN108984
6/4/2021 0:00,Sales,Training,Central,72430,12542,Card,TXN108985
4/28/2023 0:00,HR,Salaries,East,140329,143940,UPI,TXN108986
4/25/2021 0:00,Marketing,Salaries,South,39456,16124,Card,TXN108987
11/7/2021 0:00,Sales,Utilities,North,128788,80158,Card,TXN108988
9/20/2023 0:00,Marketing,Salaries,South,75346,138729,Card,TXN108989
10/27/2021 0:00,HR,Training,East,23930,133522,UPI,TXN108990
11/8/2023 0:00,Sales,Infrastructure,East,42915,80119,Cash,TXN108991
2/23/2023 0:00,Sales,Salaries,South,38040,20487,Cash,TXN108992
1/12/2021 0:00,HR,Travel,South,83390,20955,UPI,TXN108993
8/20/2021 0:00,Operations,Utilities,West,132871,73334,Card,TXN108994
8/13/2023 0:00,Finance,Travel,North,70665,64229,Bank Transfer,TXN108995
12/31/2022 0:00,Finance,Travel,South,131832,63574,UPI,TXN108996
10/15/2023 0:00,Finance,Infrastructure,North,71324,63500,Bank Transfer,TXN108997
9/26/2023 0:00,Sales,Utilities,Central,104855,147556,Card,TXN108998
10/30/2021 0:00,Finance,Marketing,East,126158,91081,Cash,TXN108999
6/25/2022 0:00,Sales,Training,South,143669,36531,Bank Transfer,TXN109000
4/15/2022 0:00,Operations,Training,Central,70697,100251,Bank Transfer,TXN109001
3/24/2023 0:00,HR,Salaries,East,11302,111183,Bank Transfer,TXN109002
3/18/2021 0:00,HR,Training,West,87790,156849,Bank Transfer,TXN109003
10/17/2023 0:00,Sales,Infrastructure,East,17484,18810,Cash,TXN109004
1/24/2021 0:00,Sales,Training,South,128957,128219,Cash,TXN109005
11/5/2023 0:00,Operations,Infrastructure,Central,68627,34552,Bank Transfer,TXN109006
11/7/2022 0:00,Finance,Marketing,Central,144428,37812,UPI,TXN109007
6/9/2022 0:00,Operations,Infrastructure,Central,27451,104925,Cash,TXN109008
12/13/2021 0:00,HR,Marketing,East,13074,91218,Cash,TXN109009
6/21/2021 0:00,HR,Marketing,North,61642,77394,Card,TXN109010
12/13/2022 0:00,Marketing,Marketing,North,128452,61871,Card,TXN109011
5/4/2022 0:00,Finance,Infrastructure,East,130709,74276,UPI,TXN109012
1/13/2022 0:00,HR,Marketing,South,37654,167940,UPI,TXN109013
1/7/2022 0:00,Marketing,Infrastructure,East,24189,67681,Card,TXN109014
9/27/2023 0:00,Sales,Utilities,North,65107,40438,Card,TXN109015
9/4/2023 0:00,HR,Marketing,East,66020,168509,Bank Transfer,TXN109016
1/27/2023 0:00,IT,Infrastructure,Central,12560,42202,Card,TXN109017
4/22/2022 0:00,Finance,Infrastructure,South,34652,56366,UPI,TXN109018
1/17/2022 0:00,Marketing,Infrastructure,South,62266,66354,UPI,TXN109019
